ad_ref,assembly,body,ad_city,color,engine_cc,fuel_type,make,mileage,model,registered,transmission,year,price
7929713,,Hatchback,Sadiqabad,Silky Silver,1300,Petrol,Suzuki,75660,Swift,Punjab,Manual,1905,2450000
7929715,Imported,Hatchback,Multan,Grey,1000,Petrol,Toyota,80000,Vitz,Karachi,Automatic,1905,257000
7929711,Imported,Hatchback,Rahim,Nighthawk Black Pearl,1500,Hybrid,Honda,100000,Fit,Islamabad,Automatic,1905,3700000
7929716,,Hatchback,Karachi,Solid White,796,Petrol,Suzuki,85000,Mehran,Karachi,Manual,1905,745000
7929717,,Sedan,Chishtian,Super White,1300,Petrol,Toyota,13000,Yaris,Un-Registered,Manual,,4200000
7929719,Imported,Hatchback,Karachi,Yellow,660,Petrol,Daihatsu,123,Mira,Sindh,Automatic,1905,1895000
7929722,,SUV,Bannu,Attitude Black,2800,Diesel,Toyota,17000,Fortuner,Islamabad,Automatic,1905,18000000
7929720,,Sedan,Rawalpindi,Grey,1600,Petrol,Honda,150000,Civic,Islamabad,Automatic,1905,1350000
7929723,Imported,,Quetta,White,1500,Hybrid,Toyota,95000,Prius,Karachi,Automatic,1905,3050000
7929726,,Sedan,Lahore,White,1600,Petrol,Honda,291393,Civic,Lahore,Automatic,1905,1280000
7929727,,Hatchback,Rahim,Snow White Pearl,800,Petrol,Suzuki,75000,Mehran,Rahim Yar Khan,Manual,1905,550000
7927704,,Sedan,Karachi,Lunar Silver Metallic,1800,Petrol,Honda,89000,Civic,Sindh,Automatic,1905,5150000
7929733,,Hatchback,Karachi,Graphite Grey,660,Petrol,Suzuki,35000,Alto,Karachi,Manual,1905,2100000
7929734,,Sedan,Karachi,Attitude Black,1798,Petrol,Toyota,16000,Corolla,Karachi,Automatic,1905,7700000
7929730,,Crossover,Lahore,Clear White,1368,Petrol,KIA,5000,Stonic,Lahore,Automatic,,6400000
7929735,,Hatchback,Peshawar,Solid White,796,Petrol,Suzuki,6025,Mehran,Peshawar,Manual,1905,1320000
7929678,,Sedan,Multan,White,1800,Petrol,Honda,34000,Civic,Islamabad,Automatic,1905,5165000
7587771,Imported,Hatchback,Lahore,Gray Metallic,996,Petrol,Toyota,35027,Vitz,Punjab,Automatic,1905,4400000
7914308,,Sedan,Lahore,Crystal Black,1300,Petrol,Honda,266647,City,Lahore,Manual,1905,1850000
7917386,,Compact sedan,Lahore,Lunar Silver Metallic,1200,Petrol,Honda,11879,City,Punjab,Automatic,1905,4900000
7778089,Imported,Sedan,Lahore,Super White,1000,Petrol,Toyota,88696,Belta,Islamabad,Automatic,1905,2000000
7744003,Imported,SUV,Lahore,,2800,Petrol,BMW,125787,X5,Lahore,Automatic,1905,4500000
7803721,,Sedan,Lahore,Attitude Black,1798,Petrol,Toyota,75638,Corolla,Punjab,Automatic,1905,4600000
7868355,Imported,Hatchback,Lahore,Blue,660,Petrol,Mitsubishi,242878,Ek,Lahore,Automatic,1905,1480000
7903796,,Hatchback,Lahore,Silky Silver,1300,Petrol,Suzuki,36421,Swift,Lahore,Manual,1905,2825000
7929687,Imported,Hatchback,Islamabad,Red,660,Petrol,Honda,60000,N,Lahore,Automatic,1905,2750000
7929689,Imported,,Karachi,Red,660,Petrol,Daihatsu,70000,Mira,Karachi,Automatic,1905,2600000
7857760,,Sedan,Lahore,Silver Metallic,1300,Petrol,Toyota,70017,Corolla,Lahore,Manual,1905,3400000
7929693,Imported,,Lahore,,660,Petrol,Daihatsu,10000,Taft,Un-Registered,Automatic,1905,3680000
7929695,,Compact sedan,Islamabad,White,1500,Petrol,Honda,20000,City,Islamabad,Automatic,1905,5600000
7929692,,Hatchback,Hyderabad,Graphite Grey,1000,Petrol,Suzuki,103000,Cultus,Sindh,Manual,1905,1700000
7401355,,Sedan,Bahawalpur,Black,1300,Petrol,Honda,99000,City,Islamabad,Manual,1905,2875000
7929702,,Hatchback,Mansehra,Graphite Grey,800,Petrol,Suzuki,32000,Mehran,Lahore,Manual,1905,1120000
7929699,,Sedan,Faisalabad,Pearl Black,1300,Petrol,Suzuki,175000,Liana,Faisalabad,Manual,1905,975000
7929704,,Hatchback,Muzaffarabad,Gold,796,Petrol,Suzuki,100000,Mehran,Islamabad,Manual,1905,1380000
7929703,,Sedan,Lahore,Grey,1600,Petrol,Honda,110792,Civic,Lahore,Manual,1905,2000000
7908598,,Sedan,Sialkot,White,1500,Petrol,Honda,750,Civic,Un-Registered,Automatic,1905,8700000
7929706,,Sedan,Islamabad,Taffeta White,1800,Petrol,Honda,57000,Civic,Islamabad,Automatic,1905,5880000
7896257,,Sedan,Lahore,Black,1200,Petrol,Audi,72000,A3,Lahore,Automatic,1905,8800000
7929707,,Hatchback,Faisalabad,Silver,660,Petrol,Suzuki,39001,Alto,Punjab,Manual,1905,2275000
7911216,,Hatchback,Lahore,Black,998,Petrol,KIA,38810,Picanto,Lahore,Automatic,1905,3200000
7898128,,Hatchback,Lahore,Graphite Grey,796,Petrol,Suzuki,53157,Mehran,Lahore,Manual,1905,980000
7896012,,Sedan,Lahore,Lunar Silver Metallic,1800,Petrol,Honda,115130,Civic,Islamabad,Automatic,1905,5190000
7759552,,MPV,Lahore,Modern Steel Metallic,1500,Petrol,Honda,14902,BR-V,Islamabad,Automatic,1905,6000000
7887877,,Mini Van,Lahore,White,1000,Petrol,Changan,12813,Karvaan,Punjab,Manual,1905,2780000
7892071,,Sedan,Lahore,Grey Graphite,1300,Petrol,Toyota,125964,Corolla,Lahore,Manual,1905,3300000
7928993,,SUV,Karachi,Attitude Metallic,3500,Petrol,Toyota,80,Land,Un-Registered,Automatic,,102500000
7904286,,Sedan,Lahore,,1800,Petrol,Honda,47172,Civic,Punjab,Automatic,1905,7100000
7913772,,Sedan,Lahore,Crystal Black,1800,Petrol,Honda,59098,Civic,Lahore,Automatic,1905,5600000
7908359,,Crossover,Lahore,Black Pearl,1490,Petrol,MG,33949,HS,Lahore,Automatic,1905,6850000
7929696,Imported,,Charsadda,White,1000,Petrol,Toyota,195000,Passo,Islamabad,Automatic,1905,2260000
7904138,,Sedan,Lahore,Diamond Black,1800,Petrol,Mercedes,176196,Benz,Lahore,Automatic,1905,3500000
7831204,,Sedan,Lahore,Silver Metallic,1300,Petrol,Toyota,80362,Corolla,Multan,Automatic,1905,3980000
7929666,Imported,Micro Van,Sialkot,Silver,660,Petrol,Suzuki,100000,Every,Lahore,Automatic,1905,1580000
7800362,,Crossover,Lahore,Teffeta White,1500,Petrol,Honda,76,HR-V,Un-Registered,Automatic,1905,7550000
7929669,,Sedan,Lahore,Super White,1600,Petrol,Toyota,128000,Corolla,Punjab,Automatic,1905,4400000
7929662,,Hatchback,Karachi,Solid White,1000,Petrol,Suzuki,65000,Cultus,Sindh,Manual,1905,1370000
7929671,,Hatchback,Bahawalpur,White,1000,Petrol,Suzuki,84411,Cultus,Karachi,Manual,1905,950000
7929675,,Sedan,Karachi,Black,1300,Petrol,Toyota,350000,Corolla,Karachi,Manual,1905,850000
7638926,,Sedan,Multan,White,1300,Petrol,Toyota,27000,Yaris,Karachi,Manual,1905,4200000
7756753,Imported,Hatchback,Lahore,Beige,660,Petrol,Suzuki,76000,Alto,Lahore,Automatic,1905,3300000
7929680,,Hatchback,Karachi,Blue,800,Petrol,Suzuki,14685,Mehran,Sindh,Manual,1905,540000
7929681,,,Karachi,White,1300,Petrol,Toyota,98200,Corolla,Sindh,Manual,1905,496000
7929682,,Sedan,Rahim,Taffeta White,1300,Petrol,Honda,80000,City,Sindh,Manual,1905,2700000
7929683,,Hatchback,Wah,Silver,1000,Petrol,Suzuki,70000,Cultus,Islamabad,Manual,1905,2715000
7708674,Imported,Hatchback,Lahore,White,1300,Hybrid,Honda,122650,Fit,Islamabad,Automatic,1905,3050000
7842637,,Sedan,Lahore,Taffeta White,1800,Petrol,Honda,38236,Civic,Lahore,Automatic,1905,6700000
7733579,Imported,,Lahore,White,1200,Hybrid,Nissan,20083,Kicks,Punjab,Automatic,1905,8400000
7929685,,Hatchback,Islamabad,Silver Metallic,800,Petrol,Suzuki,232000,Mehran,Lahore,Manual,1905,650000
7929670,,Hatchback,Lahore,Graphite Grey,796,Petrol,Suzuki,40000,Mehran,Islamabad,Manual,1905,1095000
7694249,,Hatchback,Lahore,Graphite Grey,660,Petrol,Suzuki,31292,Alto,Punjab,Manual,1905,2420000
7824096,Imported,SUV,Lahore,White,4700,Petrol,Toyota,101819,Land,Lahore,Automatic,1905,11200000
7652806,,Hatchback,Lahore,,1000,Petrol,Suzuki,99892,Alto,Karachi,Manual,1905,1400000
7660863,,Sedan,Lahore,White,1800,Petrol,Toyota,21349,Corolla,Sindh,Automatic,1905,7150000
7649015,,Sedan,Lahore,Taffeta White,1800,Petrol,Honda,128773,Civic,Punjab,Automatic,1905,4700000
7689968,,Sedan,Lahore,,1500,Petrol,Honda,51845,Civic,Islamabad,Automatic,1905,6890000
7729821,,Hatchback,Lahore,Solid White,660,Petrol,Suzuki,4775,Alto,Punjab,Manual,1905,2545000
7712967,,Hatchback,Lahore,Graphite Grey,1000,Petrol,Suzuki,67249,Cultus,Lahore,Manual,1905,2000000
7929057,,Hatchback,Swabi,Solid White,796,,Suzuki,12345,Mehran,Rawalpindi,Manual,1905,1120000
7626026,Imported,Hatchback,Lahore,Blue,1500,Hybrid,Toyota,155000,Aqua,Lahore,Automatic,1905,3550000
7609750,,Hatchback,Lahore,Silver,660,Petrol,Suzuki,1500,Alto,Lahore,Automatic,,3090000
7929654,Imported,Hatchback,Karachi,Black,1500,Hybrid,Toyota,90000,Aqua,Karachi,Automatic,1905,4250000
7929046,Imported,Station Wagon,Mian,Silver,1500,Petrol,Nissan,65000,Wingroad,Karachi,Automatic,1905,2150000
7866877,,Sedan,Karachi,White,1600,Petrol,Toyota,90000,Corolla,Karachi,Automatic,1905,2975000
7886698,,SUV,Islamabad,Black,1999,Petrol,KIA,60000,Sportage,Islamabad,Automatic,1905,7290000
7731001,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,56000,Wagon,Punjab,Manual,1905,2700000
7929659,,Sedan,Lahore,Attitude Black,1300,Petrol,Toyota,123000,Corolla,Lahore,Manual,1905,2835000
7927636,Imported,Hatchback,Lahore,Black,660,Petrol,Suzuki,92000,Wagon,Lahore,Automatic,1905,2400000
7929394,,Sedan,Lahore,Grey,1800,Petrol,Honda,90000,Civic,Islamabad,Automatic,1905,6700000
7792289,,SUV,Karachi,Black,2700,Petrol,Toyota,1800,Fortuner,Karachi,Automatic,1905,15200000
7929382,,Sedan,Peshawar,Taffeta White,1500,Petrol,Honda,180000,City,Islamabad,Automatic,1905,3050000
7929661,Imported,Hatchback,Karachi,Blue Metallic,1000,Petrol,Toyota,112000,Vitz,Karachi,Automatic,1905,2665000
7929344,,Sedan,Fateh,White,1300,Petrol,Toyota,245800,Corolla,Rawalpindi,Manual,1905,2430000
7929663,Imported,SUV,Islamabad,Black,1500,Petrol,Nissan,86000,Juke,Islamabad,Automatic,1905,3490000
7929317,,Sedan,Multan,Red,1798,Petrol,Toyota,87000,Corolla,Karachi,Automatic,1905,4150000
7929371,,Hatchback,Nowshera,Blue,800,,Suzuki,95686,Mehran,Karachi,Manual,1905,660000
7701993,Imported,Convertible,Lahore,Silver,660,Petrol,Daihatsu,80178,Copen,Lahore,Automatic,1905,2300000
7920223,Imported,Hatchback,Karachi,Black,659,Petrol,Nissan,48000,Dayz,Un-Registered,Automatic,1905,2850000
7929339,,Sedan,Chishtian,Silver,1300,Petrol,Honda,123456,City,Sindh,Manual,1905,1675000
7614934,,Sedan,Lahore,Super White,1600,Petrol,Toyota,148059,Corolla,Lahore,Automatic,1905,5150000
7724859,,Hatchback,Lahore,Silver Metallic,800,Petrol,Suzuki,96544,Mehran,Sindh,Manual,1905,500000
7827298,Imported,SUV,Lahore,White,4700,Petrol,Toyota,221093,Land,Lahore,Automatic,1905,8900000
7854489,,Hatchback,Lahore,Black,1300,Petrol,Suzuki,63384,Swift,Lahore,Manual,1905,2000000
7929626,Imported,Hatchback,Multan,Blue Metallic,1500,Hybrid,Toyota,48000,Vitz,Islamabad,Automatic,1905,4850000
7929625,,Sedan,Karachi,Super white,1798,Petrol,Toyota,78000,Corolla,Karachi,Automatic,1905,3975000
7929627,Imported,Hatchback,Islamabad,Solid White,1300,Petrol,Suzuki,75000,Swift,Islamabad,Automatic,1905,2695000
7929629,Imported,Hatchback,Mardan,White,660,Petrol,Suzuki,190000,Alto,Peshawar,Automatic,1905,1550000
7929630,,Hatchback,Sialkot,White,1000,Petrol,Suzuki,11000,Cultus,Punjab,Automatic,1905,3875000
7640676,Imported,SUV,Lahore,Black,4200,Petrol,Range,82023,Rover,Islamabad,Automatic,1905,13000000
7929632,,Sedan,Islamabad,White,1300,Petrol,Toyota,145000,Corolla,Islamabad,Manual,1905,2730000
7929633,,Sedan,Lahore,Grey,1300,Petrol,Toyota,68000,Corolla,Karachi,Manual,1905,3550000
7754723,,Sedan,Islamabad,Grey,1300,Petrol,Toyota,79000,Corolla,Islamabad,Manual,1905,3850000
7929636,,Sedan,Islamabad,Taffeta White,1800,Petrol,Honda,25000,Civic,Islamabad,Automatic,1905,7525000
7929637,Imported,Hatchback,Lahore,Silver,1500,Petrol,Nissan,175000,Tiida,Lahore,Automatic,1905,2175000
7929638,,Sedan,Karachi,,1800,Petrol,Honda,76442,Civic,Karachi,Automatic,1905,3400000
7929640,,Sedan,Islamabad,White,1800,Petrol,Honda,90000,Civic,Punjab,Automatic,1905,5100000
7929642,,Hatchback,Rawalpindi,Gold,800,Petrol,Daihatsu,158000,Cuore,Karachi,Manual,1905,1050000
7929641,,Sedan,Islamabad,Black,1300,Petrol,Toyota,150000,Corolla,Punjab,Manual,1905,980000
7929647,,Sedan,Arifwala,White,1300,Petrol,Toyota,93000,Corolla,Lahore,Manual,1905,1450000
7929639,,Sedan,Karachi,Super White,1598,Petrol,Toyota,9500,Corolla,Sindh,Automatic,1905,6530000
7929646,,Sedan,Islamabad,White,1500,Petrol,Toyota,158666,Corolla,Punjab,Manual,,735000
7928975,Imported,SUV,Karachi,White,3400,Petrol,Lexus,100,LX,Un-Registered,Automatic,1905,180000000
7928978,,Double Cabin,Lahore,Silver Metallic,3000,Diesel,Toyota,65000,Hilux,Karachi,Automatic,1905,8900000
7825357,Imported,Crossover,Lahore,Brown,1500,Petrol,BMW,145048,X1,Toba Tek Singh,Automatic,1905,7100000
7467754,,Hatchback,Lahore,White,660,Petrol,Suzuki,25,Alto,Un-Registered,Automatic,,
7928982,Imported,SUV,Karachi,White Pearl Crystal Shine,4600,Petrol,Toyota,2100,Land,Un-Registered,Automatic,1905,69000000
7929648,,Sedan,Peshawar,Modern Steel Metallic,1300,Petrol,Honda,72000,City,Islamabad,Manual,1905,3600000
7876718,,Hatchback,Lahore,Solid White,660,Petrol,Suzuki,27,Alto,Un-Registered,Manual,,
7929603,,Sedan,Islamabad,White,1800,Petrol,Honda,100000,Civic,Islamabad,Automatic,1905,5200000
7736046,Imported,Hatchback,Lahore,White,660,Petrol,Daihatsu,36000,Mira,Un-Registered,Automatic,1905,3650000
7720954,,MPV,Lahore,Lunar Silver Metallic,1500,Petrol,Honda,6229,BR-V,Punjab,Automatic,1905,6150000
7879038,,Double Cabin,Rawalpindi,Black,2800,Diesel,Toyota,34000,Hilux,Sindh,Automatic,1905,12900000
7929606,,Sedan,Sheikhupura,Green,1300,Petrol,Suzuki,191000,Margalla,Lahore,Manual,1905,800000
7928632,Imported,Hatchback,Islamabad,White,1300,Petrol,Toyota,12345,Vitz,Karachi,Automatic,1905,2450000
7929605,,Double Cabin,Talagang,White,2800,Diesel,Toyota,32000,Hilux,Islamabad,Automatic,1905,13000000
7929608,Imported,,Faisalabad,Maroon,1500,Hybrid,Honda,145000,Vezel,Lahore,Automatic,1905,4950000
7820905,,Sedan,Lahore,Alabaster Silver,1500,Petrol,Honda,135000,Civic,Lahore,Automatic,1905,1650000
7355213,Imported,,Karachi,Silver,660,Petrol,Daihatsu,66000,Mira,Sindh,Automatic,1905,3600000
7928821,,Hatchback,Mardan,Turquoise,1000,,Suzuki,123456,Alto,Lahore,Manual,1905,830000
7929613,,Hatchback,Karachi,Snow White Pearl,800,Petrol,Suzuki,80000,Mehran,Karachi,Manual,1905,550000
7929612,,Hatchback,Lahore,Graphite Grey,796,Petrol,Suzuki,80000,Mehran,Lahore,Manual,1905,1350000
7928602,,,Karachi,Silver,1000,Petrol,Daihatsu,65000,Cuore,Karachi,Manual,1905,895000
7929615,Imported,Hatchback,Rawalpindi,Blue Metallic,1500,Hybrid,Toyota,80000,Aqua,Islamabad,Automatic,1905,4550000
7929618,,,Gujrat,Green,800,Petrol,Suzuki,55000,Bolan,Punjab,Manual,1905,960000
7797127,,Sedan,Lahore,Graphite Grey,1798,Petrol,Toyota,55000,Corolla,Islamabad,Automatic,1905,6875000
7929623,,Sedan,Akora,Super White,1300,Petrol,Toyota,486591,Corolla,Sindh,Manual,1905,1520000
7929621,Imported,,Karachi,White,660,Petrol,Daihatsu,59000,Mira,Sindh,Automatic,1905,1825000
7899802,,Sedan,Lahore,Black,1800,Petrol,Honda,74000,Civic,Lahore,Automatic,1905,5350000
7929622,,Hatchback,Lahore,Solid White,796,Petrol,Suzuki,60000,Mehran,Punjab,Manual,1905,1200000
7640315,,Sedan,Rawalpindi,Silky Silver,1800,Petrol,Honda,107700,Civic,Islamabad,Automatic,1905,3200000
7876906,Imported,Hatchback,Lahore,Green,N/A,Petrol,Toyota,51483,Passo,Karachi,Automatic,1905,3500000
7929582,,Sedan,Rawalpindi,Taffeta White,1500,Petrol,Honda,93000,Civic,Islamabad,Automatic,1905,5300000
7866891,,MPV,Lahore,Modern Steel Metallic,1500,Petrol,Honda,37050,BR-V,Punjab,Automatic,1905,5400000
7929583,,Sedan,Burewala,Taffeta White,1300,Petrol,Honda,31000,City,Punjab,Manual,1905,3990000
7929577,,Sedan,Lahore,White,1800,Petrol,Honda,73000,Civic,Islamabad,Automatic,1905,4565000
7929584,,Hatchback,Liaqat,Graphite Grey,796,Petrol,Suzuki,30000,Mehran,Sindh,Manual,1905,1185000
7822782,Imported,Crossover,Lahore,Blue,1500,Petrol,Honda,111144,Vezel,Punjab,Automatic,1905,6300000
7929580,Imported,SUV,Phalia,White,4200,Diesel,Toyota,1,Land,Lahore,Automatic,1905,5500000
7929589,,Sedan,Sahiwal,Super White,1598,Petrol,Toyota,49000,Corolla,Punjab,Automatic,1905,5850000
7928864,,Sedan,Islamabad,Blue,1300,Petrol,Suzuki,20000,Liana,Islamabad,Manual,1905,1100000
7929593,,Hatchback,Multan,Graphite Grey,796,Petrol,Suzuki,29000,Mehran,Lahore,Manual,1905,1350000
7926722,,Mini Van,Rawalpindi,Solid White,800,Petrol,Suzuki,55736,Bolan,Islamabad,Manual,1905,1650000
7929594,,Hatchback,Pattoki,Solid White,1000,Petrol,Suzuki,120000,Cultus,Lahore,Manual,1905,885000
7929592,Imported,Hatchback,Lahore,Night Hawk Black Pearl,660,Petrol,Honda,108000,Life,Lahore,Automatic,1905,1810000
7548404,,SUV,Lahore,Attitude Black,2800,Diesel,Toyota,5500,Fortuner,Un-Registered,Automatic,,19900000
7508316,,Sedan,Lahore,Orange,1300,Petrol,Toyota,24000,Yaris,Punjab,Automatic,1905,4250000
7929595,,Sedan,Lahore,Alabaster Silver,1300,Petrol,Honda,107000,City,Islamabad,Manual,1905,1675000
7928806,,Sedan,Peshawar,white,1600,Petrol,Toyota,182000,Corolla,Punjab,Manual,1905,1730000
7929601,,Crossover,Lahore,Black Pearl,1500,Petrol,MG,24000,HS,Lahore,Automatic,1905,7000000
7553186,,Sedan,Lahore,Black,1500,Petrol,Honda,2374,Civic,Punjab,Automatic,,9650000
7609335,,Sedan,Islamabad,Super White,1300,Petrol,Toyota,27000,Yaris,Islamabad,Manual,1905,4150000
7722255,,Sedan,Lahore,White,1500,Petrol,Toyota,52000,Yaris,Lahore,Automatic,1905,4550000
7928966,Imported,SUV,Karachi,White Pearl Crystal Shine,4600,Petrol,Toyota,60,Land,Un-Registered,Automatic,1905,95000000
7855301,,Sedan,Lahore,Taffeta White,1498,Petrol,Honda,6149,Civic,Lahore,Automatic,1905,10000000
7597378,Imported,Hatchback,Lahore,White,660,Petrol,Daihatsu,137499,Mira,Lahore,Automatic,1905,2000000
7795017,,SUV,Lahore,Super White,2800,Diesel,Toyota,31377,Fortuner,Lahore,Automatic,1905,15800000
7781979,,Sedan,Lahore,Crystal Black Pearl,1300,Petrol,Honda,46916,City,Lahore,Automatic,1905,3100000
7879345,Imported,Crossover,Lahore,Green,996,Petrol,Toyota,4048,Raize,Un-Registered,Automatic,1905,5490000
7929567,,Hatchback,Ranipur,Silver,1000,Petrol,Suzuki,88921,Cultus,Sindh,Manual,1905,1400000
7801800,Imported,Hatchback,Lahore,Pearl White III,660,Petrol,Daihatsu,46534,Move,Lahore,Automatic,1905,3275000
7526954,,Sedan,Rawalpindi,Blue,1800,Petrol,Toyota,120000,Corolla,Lahore,Automatic,1905,2350000
7666428,,Crossover,Islamabad,Quartz Black,1598,Petrol,Chery,3000,Tiggo,Un-Registered,Automatic,,10500000
7928693,,Sedan,Karachi,Silver,1500,Petrol,Honda,123456,Civic,Karachi,Manual,1905,700000
7535228,,Hatchback,Lahore,White,1000,Petrol,Suzuki,17000,Cultus,Lahore,Manual,1905,3000000
7675374,Imported,Hatchback,Peshawar,White,660,Petrol,Daihatsu,10000,Mira,Punjab,Automatic,1905,1250000
7928668,,Hatchback,Muzaffar,Snow White Pearl,800,Petrol,Suzuki,1234,Mehran,Punjab,Manual,1905,340000
7929570,,Hatchback,Karachi,Silver,1000,Petrol,Suzuki,9000,Cultus,Sindh,Manual,1905,3495000
7929573,,Sedan,Rawalpindi,Gold,1300,Petrol,Suzuki,224068,Baleno,Lahore,Manual,1905,870000
7928621,,Compact sedan,Gujranwala,Lunar Silver Metallic,1497,Petrol,Honda,26233,City,Islamabad,Automatic,1905,5150000
7929574,,Compact sedan,Multan,White,1200,Petrol,Honda,5500,City,Lahore,Automatic,1905,4800000
7929575,,Hatchback,Lahore,White,1000,Petrol,Suzuki,63000,Cultus,Lahore,Manual,1905,2585000
7929571,,Sedan,Mandi,Silver,1300,Petrol,Toyota,75499,Corolla,Punjab,Manual,1905,4260000
7929020,,Hatchback,Lahore,Silver Metallic,800,Petrol,Suzuki,12345,Mehran,Lahore,Manual,1905,760000
7917687,Imported,,Rawalpindi,Red,2000,Petrol,Toyota,50000,Corolla,Faisalabad,Manual,,440000
7929578,Imported,Sedan,Gujrat,Super White,1799,Petrol,Toyota,28500,Corolla,Islamabad,Automatic,1905,6950000
7929579,,Compact sedan,Islamabad,Taffeta White,1497,Petrol,Honda,29000,City,Islamabad,Automatic,1905,5200000
7928937,,Hatchback,Karachi,Black,660,Petrol,Suzuki,59500,Alto,Sindh,Automatic,1905,2550000
7929581,Imported,SUV,Rawalpindi,Grey,2300,Diesel,Jeep,1000,M,Multan,Manual,,1300000
7813654,,Sedan,Lahore,Grey,1800,Petrol,Honda,91000,Civic,Islamabad,Automatic,1905,5200000
7928955,,Compact SUV,Lahore,Grey,1500,Hybrid,Haval,190,H6,Un-Registered,Automatic,,13200000
7658396,,Sedan,Lahore,White,1600,Petrol,Toyota,24500,Corolla,Lahore,Automatic,1905,5630000
7921675,,Sedan,Islamabad,Modern Steel Metallic,1500,Petrol,Honda,154000,City,Islamabad,Manual,1905,2975000
7929556,,Sedan,Gujrat,Silver,1300,Petrol,Toyota,182000,Corolla,Lahore,Manual,1905,2470000
7848123,,Hatchback,Lahore,Solid White,1000,Petrol,Suzuki,67872,Wagon,Punjab,Manual,1905,2200000
7928348,,Hatchback,Islamabad,Grey,800,Petrol,Suzuki,85000,Mehran,Islamabad,Manual,1905,1245000
7929558,,MPV,Sadiqabad,Lunar Silver Metallic,1500,Petrol,Honda,87000,BR-V,Karachi,Automatic,1905,5100000
7929559,Imported,Sedan,Karachi,Silver,1000,Petrol,Toyota,144000,Platz,Sindh,Automatic,1905,1520000
7929557,,Sedan,Multan,Alabaster Silver,1300,Petrol,Honda,200000,City,Sindh,Manual,1905,1480000
7929560,Imported,Hatchback,Lahore,Pearl White III,658,Petrol,Daihatsu,58618,Move,Un-Registered,Automatic,1905,3790000
7929561,,Sedan,Islamabad,Super White,1600,Petrol,Toyota,52000,Corolla,Islamabad,Automatic,1905,5850000
7928785,,Hatchback,Rawalpindi,Green,1000,Petrol,Suzuki,150000,Alto,Islamabad,Manual,1905,950000
7929562,,Hatchback,Gujranwala,Solid White,1000,Petrol,Suzuki,70000,Alto,Lahore,Manual,1905,1125000
7929563,Imported,MPV,Lahore,Teffeta White,1500,Petrol,Honda,72000,BR-V,Lahore,Automatic,1905,5400000
7929565,,Hatchback,Islamabad,Graphite Grey,1000,Petrol,Suzuki,100000,Alto,Islamabad,Manual,1905,990000
7641255,,,Karachi,White,1300,Petrol,Suzuki,188000,Swift,Sindh,Manual,1905,1800000
7634669,,Sedan,Peshawar,White,1300,Petrol,Toyota,65000,Corolla,Lahore,Automatic,1905,5000000
7929566,,Hatchback,Faisalabad,White,1000,Petrol,Suzuki,6,Cultus,Un-Registered,Automatic,,4386000
7921444,,Sedan,Islamabad,Lunar Silver Metallic,1300,Petrol,Honda,69000,City,Islamabad,Automatic,1905,3665000
7622800,,Crossover,Karachi,Quartz Black,1598,Petrol,Chery,2600,Tiggo,Karachi,Automatic,,10500000
7647770,Imported,MPV,Karachi,Blue,3500,Petrol,KIA,12254,Grand,Sindh,Automatic,1905,13500000
7642381,,Hatchback,Karachi,Silver,1000,Petrol,Suzuki,85000,Wagon,Karachi,Manual,1905,2000000
7914009,,Sedan,Karachi,Urban Titanium,1500,Petrol,Honda,45729,City,Karachi,Automatic,1905,4100000
7921451,,SUV,Faisalabad,White,1999,Petrol,KIA,38000,Sportage,Islamabad,Automatic,1905,7350000
7908065,,Hatchback,Lahore,Graphite Grey,1000,Petrol,Suzuki,89294,Cultus,Lahore,Manual,1905,2375000
7758658,Imported,Sedan,Faisalabad,Black,1800,Petrol,Toyota,104375,Prius,Lahore,Automatic,1905,4250000
